1	3
2	18
3	18
4	8
5	2
6	14
7	8
8	9
9	3
10	1
11	1
12	4
13	1
14	16
15	1
16	14
17	3
18	6
19	19
20	4
21	18
22	4
23	15
24	4
25	1
26	1
27	14
28	12
29	17
30	20
31	3
32	1
33	14
34	7
35	21
36	1
37	20
38	1
39	2
40	9
41	4
42	4
43	1
44	11
45	20
46	8
47	20
48	16
49	2
50	20
51	8
52	7
53	8
54	19
55	12
56	14
57	1
58	7
59	10
60	16
61	1
62	5
63	10
64	12
65	16
66	1
67	14
68	6
69	4
70	17
71	8
72	4
73	9
74	1
75	3
76	17
77	2
78	1
79	6
80	6
81	8
82	6
83	4
84	2
85	16
86	2
87	6
88	13
89	7
90	2
91	2
92	4
93	7
94	6
95	19
96	4
97	4
98	11
99	2
100	1
101	10
102	1
103	20
104	3
105	13
106	1
107	5
108	18
109	11
110	18
111	1
112	1
113	12
114	17
115	11
116	3
117	13
118	5
119	7
120	14
121	6
122	11
123	7
124	5
125	1
126	1
127	19
128	13
129	3
130	4
131	5
132	15
133	1
134	2
135	8
136	3
137	2
138	10
139	18
140	5
141	2
142	2
143	3
144	10
145	3
146	16
147	16
148	1
149	8
150	2
151	7
152	6
153	8
154	2
155	1
156	10
157	1
158	16
159	6
160	11
161	1
162	2
163	20
164	13
165	14
166	15
167	7
168	1
169	4
170	2
171	3
172	5
173	4
174	7
175	12
176	8
177	17
178	20
179	1
180	9
181	9
182	8
183	14
184	2
185	1
186	13
187	11
188	6
189	1
190	11
191	21
192	8
193	12
194	5
195	15
196	8
197	10
198	3
199	8
200	14
201	4
202	8
203	17
204	15
205	12
206	16
207	13
208	1
209	5
210	5
211	8
212	15
213	4
214	3
215	3
216	20
217	8
218	1
219	5
220	20
221	4
222	1
223	10
224	8
225	13
226	1
227	9
228	4
229	9
230	1
231	13
232	21
233	10
234	12
235	1
236	1
237	6
238	8
239	18
240	4
241	18
242	5
243	11
244	2
245	1
246	9
247	10
248	2
249	1
250	3
251	12
252	4
253	9
254	1
255	1
256	2
257	16
258	13
259	10
260	1
261	13
262	1
263	13
264	20
265	2
266	1
267	3
268	4
269	1
270	5
271	1
272	11
273	5
274	12
275	5
276	13
277	3
278	4
279	7
280	3
281	4
282	9
283	3
284	21
285	4
286	5
287	16
288	17
289	1
290	19
291	4
292	15
293	6
294	18
295	5
296	12
297	14
298	18
299	6
300	6
301	6
302	8
303	4
304	5
305	3
306	2
307	1
308	3
309	3
310	2
311	5
312	15
313	1
314	11
315	2
316	1
317	12
318	9
319	18
320	9
321	11
322	17
323	4
324	21
325	14
326	13
327	12
328	3
329	19
330	1
331	2
332	8
333	1
334	7
335	8
336	1
337	2
338	8
339	6
340	2
341	1
342	9
343	4
344	3
345	3
346	2
347	12
348	9
349	14
350	13
351	17
352	2
353	10
354	19
355	2
356	10
357	16
358	10
359	11
360	5
361	10
362	21
363	3
364	18
365	13
366	1
367	4
368	7
369	13
370	16
371	5
372	3
373	15
374	18
375	19
376	1
377	1
378	20
379	6
380	1
381	7
382	4
383	17
384	4
385	8
386	5
387	4
388	13
389	4
390	8
391	9
392	3
393	1
394	4
395	7
396	21
397	11
398	7
399	11
400	3
401	18
402	21
403	5
404	7
405	19
406	1
407	6
408	6
409	1
410	1
411	18
412	16
413	8
414	3
415	14
416	21
417	15
418	12
419	4
420	12
421	1
422	3
423	14
424	6
425	6
426	3
427	1
428	2
429	3
430	4
431	2
432	1
433	17
434	1
435	17
436	14
437	21
438	1
439	2
